Unnamed: 0,ucdp_name,ucdp_dset_id,year,modeledarticles,countT1,countT2,propT1,propT2,propdiff,propdif.L1,propdif.L2,delta1,delta1.5,delta2,delta1_L2,gap25,gap50,counter,frexWords,side_b_dset_id,region
1646,Al-Shabaab,717,2008,173,173,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"kenyan,kenya,base,say,suicid,u.,garow,global,via,comtex",717,Africa
1647,Al-Shabaab,717,2015,306,7,299,0.02,0.98,0.96,-0.02,-0.02,0,0,0,0,0,0,5,"kill,somalia,somali,attack,mogadishu,soldier,capit,al,claim,two",717,Africa
1648,Al-Shabaab,717,2019,362,57,305,0.16,0.84,0.68,-0.14,0.02,0,0,0,0,0,0,9,"kill,somalia,somali,attack,mogadishu,soldier,capit,al,claim,two",717,Africa
1649,Al-Shabaab,717,2011,225,1,224,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,1,"kill,somalia,somali,attack,mogadishu,soldier,capit,al,claim,two",717,Africa
1650,Al-Shabaab,717,2009,161,161,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"kenyan,kenya,base,say,suicid,u.,garow,global,via,comtex",717,Africa
1651,Al-Shabaab,717,2010,225,0,225,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"kill,somalia,somali,attack,mogadishu,soldier,capit,al,claim,two",717,Africa
1652,Al-Shabaab,717,2020,369,84,285,0.23,0.77,0.54,-0.14,-0.28,0,0,0,0,0,0,10,"kill,somalia,somali,attack,mogadishu,soldier,capit,al,claim,two",717,Africa
1653,Al-Shabaab,717,2013,310,3,307,0.01,0.99,0.98,-0.02,-0.02,0,0,0,0,0,0,3,"kill,somalia,somali,attack,mogadishu,soldier,capit,al,claim,two",717,Africa
1654,URNG,732,1993,36,24,12,0.67,0.33,-0.34,0.24,0.14,0,0,0,0,0,1,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1655,URNG,732,1996,5,1,4,0.2,0.8,0.6,1.12,0.82,1,0,0,1,0,0,0,"rebel,guatemalan,ceh,del,silencio,kill,armi,soldier,citi,clash",732,Americas
1656,URNG,732,1991,46,34,12,0.74,0.26,-0.48,-0.02,0.28,0,0,0,0,0,1,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1657,URNG,732,1995,17,13,4,0.76,0.24,-0.52,-0.3,-0.18,0,0,0,0,0,0,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1658,URNG,732,1992,43,34,9,0.79,0.21,-0.58,-0.1,-0.12,0,0,0,0,0,0,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1659,URNG,732,1989,49,43,6,0.88,0.12,-0.76,0.0,,0,0,0,0,0,0,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1660,URNG,732,1990,55,40,15,0.73,0.27,-0.46,0.3,,0,0,0,0,0,1,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1661,URNG,732,1994,18,11,7,0.61,0.39,-0.22,0.12,0.36,0,0,0,0,1,1,0,"de,caído,fundación,guillermo,los,toriello,memoria,dpa,amnesti,impun",732,Americas
1662,FARC,743,2003,78,0,78,0.0,1.0,1.0,0.0,1.64,0,0,0,1,0,0,1,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1663,FARC,743,2016,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,10,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1664,FARC,743,2004,458,457,1,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"y,niebla,noch,dow,jone,icg,n-,apf,latin,america",743,Americas
1665,FARC,743,1990,42,0,42,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1666,FARC,743,2006,89,0,89,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1667,FARC,743,1989,11,0,11,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1668,FARC,743,2012,31,0,31,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,6,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1669,FARC,743,2005,369,369,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"y,niebla,noch,dow,jone,icg,n-,apf,latin,america",743,Americas
1670,FARC,743,2015,16,0,16,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,9,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1671,FARC,743,2002,281,0,281,0.0,1.0,1.0,1.64,0.3,1,1,0,1,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1672,FARC,743,2007,81,0,81,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,1,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1673,FARC,743,2008,59,0,59,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,2,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1674,FARC,743,1991,80,0,80,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1675,FARC,743,1992,72,0,72,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1676,FARC,743,2011,50,0,50,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,5,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1677,FARC,743,1998,68,0,68,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1678,FARC,743,2009,68,0,68,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,3,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1679,FARC,743,2010,74,0,74,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,4,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1680,FARC,743,2014,33,0,33,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,8,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1681,FARC,743,1993,22,0,22,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1682,FARC,743,2000,163,25,138,0.15,0.85,0.7,-0.3,-0.3,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1683,FARC,743,2001,382,312,70,0.82,0.18,-0.64,-1.34,-1.64,1,0,0,1,0,0,0,"y,niebla,noch,dow,jone,icg,n-,apf,latin,america",743,Americas
1684,FARC,743,1996,74,0,74,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1685,FARC,743,1997,85,0,85,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1686,FARC,743,1994,48,0,48,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1687,FARC,743,1995,47,0,47,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1688,FARC,743,2013,19,0,19,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,7,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1689,FARC,743,1999,79,0,79,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,rebel,colombian,colombia,guerrilla,armi,farc,attack,clash,soldier",743,Americas
1690,ELN,744,1989,21,3,18,0.14,0.86,0.72,0.0,,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1691,ELN,744,2016,11,1,10,0.09,0.91,0.82,0.0,0.4,0,0,0,0,0,0,8,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1692,ELN,744,1991,15,3,12,0.2,0.8,0.6,0.36,-0.12,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1693,ELN,744,1990,16,6,10,0.38,0.62,0.24,-0.48,,0,0,0,0,1,1,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1694,ELN,744,1997,31,1,30,0.03,0.97,0.94,0.3,0.48,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1695,ELN,744,2017,8,2,6,0.25,0.75,0.5,-0.32,-0.32,0,0,0,0,0,1,9,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1696,ELN,744,2013,3,0,3,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,5,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1697,ELN,744,2015,11,1,10,0.09,0.91,0.82,0.4,-0.18,0,0,0,0,0,0,7,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1698,ELN,744,1999,14,2,12,0.14,0.86,0.72,-0.28,-0.22,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1699,ELN,744,2000,50,28,22,0.56,0.44,-0.12,-0.84,-1.12,0,0,0,1,1,1,0,"y,niebla,noch,eln,attack,america,militari,polic,soldier,die",744,Americas
1700,ELN,744,2001,156,154,2,0.99,0.01,-0.98,-0.86,-1.7,0,0,0,1,0,0,0,"y,niebla,noch,eln,attack,america,militari,polic,soldier,die",744,Americas
1701,ELN,744,2018,25,4,21,0.16,0.84,0.68,0.18,-0.14,0,0,0,0,0,0,10,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1702,ELN,744,2019,27,1,26,0.04,0.96,0.92,0.24,0.42,0,0,0,0,0,0,11,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1703,ELN,744,2020,9,6,3,0.67,0.33,-0.34,-1.26,-1.02,1,0,0,1,0,1,0,"y,niebla,noch,eln,attack,america,militari,polic,soldier,die",744,Americas
1704,ELN,744,1992,18,4,14,0.22,0.78,0.56,-0.04,0.32,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1705,ELN,744,1993,8,3,5,0.38,0.62,0.24,-0.32,-0.36,0,0,0,0,1,1,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1706,ELN,744,1994,10,2,8,0.2,0.8,0.6,0.36,0.04,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1707,ELN,744,1995,11,3,8,0.27,0.73,0.46,-0.14,0.22,0,0,0,0,0,1,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1708,ELN,744,1996,34,6,28,0.18,0.82,0.64,0.18,0.0399999999999998,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1709,ELN,744,2010,7,0,7,0.0,1.0,1.0,0.0,0.34,0,0,0,0,0,0,4,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1710,ELN,744,2014,7,2,5,0.29,0.71,0.42,-0.58,-0.58,0,0,0,0,0,1,6,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1711,ELN,744,2003,33,4,29,0.12,0.88,0.76,-0.24,1.74,0,0,0,1,0,0,1,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1712,ELN,744,2004,107,107,0,1.0,0.0,-1.0,-1.76,-2.0,1,1,0,1,0,0,0,"y,niebla,noch,eln,attack,america,militari,polic,soldier,die",744,Americas
1713,ELN,744,2005,91,91,0,1.0,0.0,-1.0,0.0,-1.76,0,0,0,1,0,0,1,"y,niebla,noch,eln,attack,america,militari,polic,soldier,die",744,Americas
1714,ELN,744,2002,45,0,45,0.0,1.0,1.0,1.98,1.12,1,1,0,1,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1715,ELN,744,2007,5,0,5,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,1,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1716,ELN,744,2008,6,1,5,0.17,0.83,0.66,-0.34,-0.34,0,0,0,0,0,0,2,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1717,ELN,744,2009,5,0,5,0.0,1.0,1.0,0.34,0.0,0,0,0,0,0,0,3,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1718,ELN,744,2006,11,0,11,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1719,ELN,744,1998,12,0,12,0.0,1.0,1.0,0.06,0.36,0,0,0,0,0,0,0,"kill,rebel,clash,five,leftist,six,leav,say,nine,oper",744,Americas
1720,EPL,746,2000,2,2,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"niebla,noch,y,colombian,armi,guerrilla,kill,th,inravis,bogota",746,Americas
1721,EPL,746,2001,8,8,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"niebla,noch,y,colombian,armi,guerrilla,kill,th,inravis,bogota",746,Americas
1722,EPL,746,1989,4,4,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"niebla,noch,y,colombian,armi,guerrilla,kill,th,inravis,bogota",746,Americas
1723,EPL,746,1990,7,7,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"niebla,noch,y,colombian,armi,guerrilla,kill,th,inravis,bogota",746,Americas
1724,Sendero Luminoso,750,1995,16,15,1,0.94,0.06,-0.88,0.02,-0.14,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1725,Sendero Luminoso,750,1996,16,13,3,0.81,0.19,-0.62,0.26,0.28,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1726,Sendero Luminoso,750,1990,88,79,9,0.9,0.1,-0.8,-0.38,,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1727,Sendero Luminoso,750,1994,22,21,1,0.95,0.05,-0.9,-0.16,-0.18,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1728,Sendero Luminoso,750,1993,46,40,6,0.87,0.13,-0.74,-0.02,0.1,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1729,Sendero Luminoso,750,1992,87,75,12,0.86,0.14,-0.72,0.12,0.0800000000000001,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1730,Sendero Luminoso,750,2007,9,9,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1731,Sendero Luminoso,750,2008,13,13,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,2,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1732,Sendero Luminoso,750,2009,10,9,1,0.9,0.1,-0.8,0.2,0.2,0,0,0,0,0,0,3,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1733,Sendero Luminoso,750,1997,15,14,1,0.93,0.07,-0.86,-0.24,0.0199999999999998,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1734,Sendero Luminoso,750,1989,116,82,34,0.71,0.29,-0.42,0.0,,0,0,0,0,0,1,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1735,Sendero Luminoso,750,2003,1,1,0,1.0,0.0,-1.0,-0.66,0.0,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1736,Sendero Luminoso,750,1998,5,4,1,0.8,0.2,-0.6,0.26,0.02,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1737,Sendero Luminoso,750,1991,74,68,6,0.92,0.08,-0.84,-0.04,-0.42,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1738,Sendero Luminoso,750,2006,2,2,0,1.0,0.0,-1.0,-2.0,0.0,1,1,1,1,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1739,Sendero Luminoso,750,2011,9,9,0,1.0,0.0,-1.0,0.0,-0.2,0,0,0,0,0,0,5,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1740,Sendero Luminoso,750,2002,3,2,1,0.67,0.33,-0.34,0.66,0.66,0,0,0,0,0,1,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1741,Sendero Luminoso,750,1999,13,13,0,1.0,0.0,-1.0,-0.4,-0.14,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1742,Sendero Luminoso,750,2010,12,12,0,1.0,0.0,-1.0,-0.2,0.0,0,0,0,0,0,0,4,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1743,Sendero Luminoso,750,2001,3,3,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1744,Sendero Luminoso,750,2016,1,1,0,1.0,0.0,-1.0,-0.5,0.0,0,0,0,0,0,0,9,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1745,Sendero Luminoso,750,2013,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,6,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1746,Sendero Luminoso,750,2000,4,4,0,1.0,0.0,-1.0,0.0,-0.4,0,0,0,0,0,0,0,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1747,Sendero Luminoso,750,2015,4,3,1,0.75,0.25,-0.5,0.5,0.5,0,0,0,0,0,1,8,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1748,Sendero Luminoso,750,2017,2,1,1,0.5,0.5,0.0,1.0,0.5,1,0,0,1,1,1,0,,750,Americas
1749,Sendero Luminoso,750,2004,2,0,2,0.0,1.0,1.0,2.0,1.34,1,1,1,1,0,0,0,"polic,die,bomb,say,binder,american,secur,week,anti,highland",750,Americas
1750,Sendero Luminoso,750,2014,4,4,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,7,"r,kill,peru,guerrilla,rebel,peruvian,path,shine,attack,efe",750,Americas
1751,MRTA,751,1991,7,6,1,0.86,0.14,-0.72,-1.72,0.28,1,1,0,1,0,0,0,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1752,MRTA,751,1994,2,2,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,3,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1753,MRTA,751,1996,2,2,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,4,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1754,MRTA,751,1997,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,5,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1755,MRTA,751,1993,6,6,0,1.0,0.0,-1.0,0.0,-0.28,0,0,0,0,0,0,2,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1756,MRTA,751,1990,6,0,6,0.0,1.0,1.0,2.0,,1,1,1,1,0,0,0,"ambush,general,armi,peruvian,binder,injur,wound,bomb,two,r",751,Americas
1757,MRTA,751,1989,10,10,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1758,MRTA,751,1992,6,6,0,1.0,0.0,-1.0,-0.28,-2.0,0,0,0,1,0,0,1,"attack,rebel,polic,pro-cuban,troop,around,world,clash,lima,policeman",751,Americas
1759,FMLN,755,1991,10,0,10,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"rebel,kill,salvadorean,armi,peac,world,fight,loui,st,brief",755,Americas
1760,FMLN,755,1990,46,0,46,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"rebel,kill,salvadorean,armi,peac,world,fight,loui,st,brief",755,Americas
1761,FMLN,755,1989,58,0,58,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"rebel,kill,salvadorean,armi,peac,world,fight,loui,st,brief",755,Americas
1762,FMLN,755,1992,1,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"rebel,kill,salvadorean,armi,peac,world,fight,loui,st,brief",755,Americas
1763,Contras,759,1990,6,3,3,0.5,0.5,0.0,-0.04,,0,0,0,0,1,1,0,,759,Americas
1764,Contras,759,1989,21,10,11,0.48,0.52,0.04,0.0,,0,0,0,0,1,1,0,"end,presid,argentin,ceasefir,contact,new,plan,soldier,disband,five",759,Americas
1765,FLRN,765,2004,13,5,8,0.38,0.62,0.24,0.0,,0,0,0,0,1,1,0,"spread,death,upris,chief,toll,unrest,claim,crowd,live,loot",765,Americas
1766,EZLN,767,1994,10,3,7,0.3,0.7,0.4,0.0,,0,0,0,0,0,1,0,"fight,dead,mexican,heavi,patrol,peasant,street,troop,upris,r",767,Americas
1767,EZLN,767,1996,2,2,0,1.0,0.0,-1.0,0.0,-1.4,0,0,0,1,0,0,1,"chiapa,rebel,mexico,peac,talk,threaten,three,violenc,continu,r",767,Americas
1768,EZLN,767,1995,2,2,0,1.0,0.0,-1.0,-1.4,,1,0,0,1,0,0,0,"chiapa,rebel,mexico,peac,talk,threaten,three,violenc,continu,r",767,Americas
1769,EPR,768,1998,4,0,4,0.0,1.0,1.0,2.0,0.76,1,1,1,1,0,0,0,"dead,polic,attack,guerrilla,mexican,mask,town,one,group,six",768,Americas
1770,EPR,768,1997,4,4,0,1.0,0.0,-1.0,-1.24,,1,0,0,1,0,0,0,"sep,clash,mexico,epr,fight,five,soldier,kill,r,rebel",768,Americas
1771,EPR,768,1996,13,5,8,0.38,0.62,0.24,0.0,,0,0,0,0,1,1,0,"dead,polic,attack,guerrilla,mexican,mask,town,one,group,six",768,Americas
1772,al-Qaida,769,2001,28,3,25,0.11,0.89,0.78,0.0,,0,0,0,0,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1773,al-Qaida,769,2012,47,37,10,0.79,0.21,-0.58,0.24,-1.46,0,0,0,1,0,0,1,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1774,al-Qaida,769,2011,44,40,4,0.91,0.09,-0.82,-1.7,0.12,1,1,0,1,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1775,al-Qaida,769,2008,39,39,0,1.0,0.0,-1.0,-0.18,-1.82,0,0,0,1,0,0,1,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1776,al-Qaida,769,2013,6,2,4,0.33,0.67,0.34,0.92,1.16,0,0,0,1,0,1,2,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1777,al-Qaida,769,2002,44,2,42,0.05,0.95,0.9,0.12,,0,0,0,0,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1778,al-Qaida,769,2010,109,7,102,0.06,0.94,0.88,1.82,1.88,1,1,0,1,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1779,al-Qaida,769,2015,17,10,7,0.59,0.41,-0.18,-0.62,-0.52,0,0,0,0,1,1,4,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1780,al-Qaida,769,2003,11,0,11,0.0,1.0,1.0,0.1,0.22,0,0,0,0,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1781,al-Qaida,769,2004,19,0,19,0.0,1.0,1.0,0.0,0.1,0,0,0,0,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1782,al-Qaida,769,2014,18,5,13,0.28,0.72,0.44,0.0999999999999999,1.02,0,0,0,1,0,1,3,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1783,al-Qaida,769,2006,11,1,10,0.09,0.91,0.82,-0.18,-0.18,0,0,0,0,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1784,al-Qaida,769,2007,23,21,2,0.91,0.09,-0.82,-1.64,-1.82,1,1,0,1,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1785,al-Qaida,769,2016,21,14,7,0.67,0.33,-0.34,-0.16,-0.78,0,0,0,0,0,1,5,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1786,al-Qaida,769,2005,15,0,15,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1787,al-Qaida,769,2018,7,4,3,0.57,0.43,-0.14,0.3,0.2,0,0,0,0,1,1,7,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1788,al-Qaida,769,2019,8,5,3,0.62,0.38,-0.24,-0.1,0.2,0,0,0,0,1,1,8,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1789,al-Qaida,769,2020,4,2,2,0.5,0.5,0.0,0.24,0.14,0,0,0,0,1,1,9,,769,Multiple
1790,al-Qaida,769,2009,36,35,1,0.97,0.03,-0.94,0.06,-0.12,0,0,0,0,0,0,2,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1791,al-Qaida,769,2017,18,13,5,0.72,0.28,-0.44,-0.0999999999999999,-0.26,0,0,0,0,0,1,6,"kill,pakistan,drone,us,strike,milit,afghan,attack,offici,afghanistan",769,Multiple
1792,PBCP,805,2003,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,,805,Asia
